symbol,direction,side,signal_time,entry_time,exit_time,raw_entry_price,entry_price,raw_exit_price,exit_price,exit_reason,quantity,final_quantity,initial_notional,entry_equity,nominal_pct,gross_pnl,net_pnl,entry_fee,exit_fee,total_fees,entry_slippage_cost,exit_slippage_cost,total_slippage_cost,funding_cost,expectancy_r,holding_bars,holding_days
ETH,1,LONG,2020-08-20 08:00:00,2020-08-20 12:00:00,2020-08-28 08:00:00,411.62,412.03162,387.40301322,387.01561020677997,ADX_EXIT,50.81117617909196,50.75656695446704,20935.81123517667,125614.86741106003,0.16666666666666666,-1230.005870290389,-1385.6580479955712,20.93581123517667,19.665205578078893,40.60101681325556,20.914896338836346,19.684890468548623,40.59978680738497,74.45137408454137,-0.06618602128334858,47,7.833333333333333
BTC,1,LONG,2020-08-21 20:00:00,2020-08-22 00:00:00,2020-08-25 00:00:00,11536.09060399,11547.62669459399,11753.3,11741.546699999999,ADX_EXIT,1.6395359433045285,1.6377738548558578,18932.74902564971,120626.95572087975,0.1569528876237119,356.0250927035937,262.44165600411884,18.932749025649713,19.250590422879682,38.183339448529395,18.91383519045856,19.269860283163354,38.18369547362191,17.216401777323547,0.013861782863575074,18,3.0
BTC,1,LONG,2020-08-25 20:00:00,2020-08-26 00:00:00,2020-08-29 20:00:00,11327.25,11338.577249999998,11523.87185248,11512.34798062752,ADX_EXIT,1.747561979227901,1.747561979227901,19814.866500638447,118889.19900383068,0.16666666666666666,343.60887367940614,241.12933617020508,19.81486650063845,20.11854162258576,39.93340812322421,19.795071429206544,20.138680302888147,39.93375173209469,22.612377653882177,0.012169112325961708,23,3.8333333333333335
LTC,1,LONG,2020-08-26 04:00:00,2020-08-26 08:00:00,2020-09-04 04:00:00,57.52,57.57752,48.18923264,48.14104340736,MACRO_BEAR_EXIT,345.4736976703647,345.4736976703647,19891.518737089376,119349.11242253626,0.16666666666666666,-3223.534701961148,-3527.1526192804718,19.891518737089378,16.631464275650192,36.52298301273957,19.87164708999823,16.64811238803776,36.51975947803599,230.57517482854846,-0.1773194227097303,53,8.833333333333334
ETH,1,LONG,2020-08-30 20:00:00,2020-08-31 00:00:00,2020-09-14 20:00:00,429.04660267,429.47564927266995,374.61427637,374.23966209363005,ADX_EXIT,47.70877928493611,47.70877928493611,20489.75895940444,122938.55375642666,0.16666666666666666,-2596.899841412323,-2786.7582680970236,20.48975895940444,17.854517438494067,38.34427639789851,20.469289669731264,17.872389828321538,38.3416794980528,113.1724707887497,-0.13600737195680626,89,14.833333333333334
BTC,1,LONG,2020-09-03 00:00:00,2020-09-03 04:00:00,2020-09-12 08:00:00,11358.33001807,11369.68834808807,10343.47057113,10333.12710055887,ADX_EXIT,1.7698765364218751,1.7698765364218751,20122.944633710264,120737.6678022616,0.16666666666666666,-1796.1759229051893,-1928.3135539858529,20.122944633710265,18.288359203144143,38.41130383685441,20.102841791916497,18.30666586901268,38.40950766092918,55.316819582880065,-0.09582660933010334,55,9.166666666666666
XRP,1,LONG,2020-09-03 04:00:00,2020-09-03 08:00:00,2020-09-11 12:00:00,0.2728,0.27307279999999995,0.2405,0.2402595,ADX_EXIT,73554.35763705883,73554.35763705883,20085.694392153033,120514.16635291821,0.16666666666666666,-2375.8057516769995,-2494.1968468899386,20.085694392153034,17.672133188700933,37.75782758085397,20.06562876338685,17.689823011712985,37.755451775099836,42.87781585698483,-0.12417777539542559,49,8.166666666666666
BNB,1,LONG,2020-09-04 04:00:00,2020-09-04 08:00:00,2020-09-09 00:00:00,20.30143503,20.32173646503,23.18,23.15682,ADX_EXIT,888.0736232862972,888.0736232862972,18047.19813396846,108283.18880381077,0.16666666666666666,2556.377622772911,2675.0299791455773,18.04719813396846,20.564961041188592,38.61215917515705,18.029168965003,20.58554658777635,38.614715552779344,-195.8792311006026,0.14822411541604524,28,4.666666666666667
LTC,1,LONG,2020-09-05 00:00:00,2020-09-05 04:00:00,2020-09-05 20:00:00,50.03,50.080029999999994,46.69435765,46.64766329235,TREND_EXIT,366.1100823799243,366.1100823799243,18334.803908889076,110008.82345333447,0.16666666666666666,-1221.2122955484645,-1295.6583341824207,18.334803908889075,17.07817985079323,35.412983759682305,18.316487421464856,17.095275125918118,35.41176254738298,3.6212923268908606,-0.07066660437825899,4,0.6666666666666666
LTC,1,LONG,2020-09-05 20:00:00,2020-09-06 00:00:00,2020-09-06 04:00:00,47.82355192,47.87137547192,47.27860985,47.231331240150006,MACRO_BEAR_EXIT,353.6936392265387,353.6936392265387,16931.801005443445,101590.80603266068,0.16666666666666666,-192.74254390594237,-260.0167960379686,16.931801005443447,16.705421431842762,33.63722243728621,16.914886119323057,16.722143575416997,33.63702969474005,0.0,-0.015356712257271107,1,0.16666666666666666
LTC,1,LONG,2020-09-08 00:00:00,2020-09-08 04:00:00,2020-09-09 04:00:00,48.58676015,48.63534691015,46.90177396,46.85487218604,MACRO_BEAR_EXIT,362.0145799059285,362.0145799059285,17606.704680257048,105640.22808154229,0.16666666666666666,-609.9895677201423,-684.3193239504317,17.60670468025705,16.962146870975246,34.5688515512323,17.589115564690456,16.979125996972922,34.56824156166338,5.19266311739366,-0.03886697348412849,6,1.0
LTC,1,LONG,2020-09-10 00:00:00,2020-09-10 04:00:00,2020-09-12 08:00:00,49.11,49.15910999999999,48.82789944,48.779071540560004,ADX_EXIT,364.7501638961673,364.7501638961673,17930.793429489713,107584.7605769383,0.16666666666666666,-102.89622549519926,-186.7561783067533,17.930793429489714,17.79217433912213,35.722967768611845,17.912880548937775,17.809984323445246,35.72286487238302,12.414120170559158,-0.010415388423336945,13,2.1666666666666665
BNB,1,LONG,2020-09-12 20:00:00,2020-09-13 00:00:00,2020-09-16 20:00:00,28.41034284,28.438753182839996,27.597,27.569403,ADX_EXIT,629.5767246203071,629.5767246203071,17904.37708113774,107426.26248682645,0.16666666666666666,-512.0617212005768,-287.2743386597471,17.90437708113774,17.35705444047727,35.26143152161501,17.88649059054551,17.374428869346673,35.26091945989218,-295.3097335223368,-0.016044922275592073,23,3.8333333333333335
BTC,1,LONG,2020-09-16 04:00:00,2020-09-16 08:00:00,2020-09-21 00:00:00,10910.01,10920.92001,10914.02,10903.10598,ADX_EXIT,1.622164171142732,1.622164171142732,17715.525156137726,106293.15093682637,0.16666666666666666,6.504878326282707,-57.04076111279012,17.715525156137726,17.686627874928064,35.402153031065794,17.69782732880827,17.704332207135465,35.40215953594374,-7.258673127936687,-0.0032198176802581413,28,4.666666666666667
ETH,1,LONG,2020-09-21 16:00:00,2020-09-21 20:00:00,2020-09-29 08:00:00,345.15,345.49514999999997,354.73533464,354.38059930536,ADX_EXIT,51.334498462254324,51.334498462254324,17735.820246391326,106414.92147834797,0.16666666666666666,492.0583463372752,396.4955675020881,17.735820246391327,18.191950330093768,35.927770576485095,17.718102144246547,18.210160490584215,35.92826263483076,23.70674562387134,0.02235563746101691,45,7.5
